"","data","valor","datas"
"1","01/01/2003 12:00:00",1485,"01/01/2003"
"2","01/01/2004 12:00:00",2326,"01/01/2004"
"3","01/01/2005 12:00:00",5936,"01/01/2005"
"4","01/01/2006 12:00:00",6052,"01/01/2006"
"5","01/01/2007 12:00:00",6362,"01/01/2007"
"6","01/01/2008 12:00:00",804,"01/01/2008"
"7","01/01/2009 12:00:00",802,"01/01/2009"
"8","01/01/2010 12:00:00",934,"01/01/2010"
"9","01/01/2011 12:00:00",1054,"01/01/2011"
"10","01/01/2012 12:00:00",993,"01/01/2012"
